"","1","2","3","4","5","6","7","8","9","10","11"
"1127","LAA","LAA","DET","DET","MIN","","","","","",""
"1128","TEX","BAL","BAL","BAL","BAL","BAL","CHN","CLE","BAL","",""
"1129","ATL","","","","","","","","","",""
"1130","TOR","TOR","TOR","TOR","PIT","","","","","",""
"1131","SDN","TOR","","","","","","","","",""
"1132","COL","LAA","LAA","LAA","LAA","SEA","","","","",""
"1133","PHI","NYA","SEA","LAA","KCA","","","","","",""
"1134","LAA","","","","","","","","","",""
"1135","NYN","TOR","NYA","","","","","","","",""
"1136","BOS","BOS","BOS","DET","DET","DET","","","","",""
"1137","CIN","CIN","","","","","","","","",""
"1138","ARI","ARI","ATL","","","","","","","",""
"1139","FLO","MIA","DET","DET","KCA","KCA","KCA","","","",""
"1140","DET","DET","OAK","PIT","","","","","","",""
"1141","HOU","","","","","","","","","",""
"1142","CIN","","","","","","","","","",""
"1143","PIT","TEX","","","","","","","","",""
"1144","MIL","BAL","NYA","PIT","SFN","SFN","PIT","","","",""
"1145","NYN","LAA","","","","","","","","",""
"1146","SEA","SEA","SEA","SEA","SEA","","","","","",""
"1147","BAL","MIL","WAS","CIN","","","","","","",""
"1148","LAA","LAA","TOR","TOR","","","","","","",""
"1149","DET","DET","DET","DET","SEA","SEA","CHN","CHA","","",""
"1150","CHN","ARI","","","","","","","","",""
"1151","OAK","BOS","","","","","","","","",""
"1152","CHA","SLN","WAS","CHN","CHN","CHN","ATL","MIA","SDN","",""
"1153","SDN","","","","","","","","","",""
"1154","TEX","TEX","","","","","","","","",""
"1155","SLN","SLN","LAA","","","","","","","",""
"1156","ARI","","","","","","","","","",""
"1157","ATL","ATL","","","","","","","","",""
"1158","BAL","","","","","","","","","",""
"1159","MIN","","","","","","","","","",""
"1160","CIN","ATL","ATL","BAL","BAL","","","","","",""
"1161","SDN","SDN","","","","","","","","",""
"1162","LAN","LAN","LAN","LAN","LAN","LAN","","","","",""
"1163","TOR","TOR","TOR","TOR","WAS","","","","","",""
"1164","PIT","","","","","","","","","",""
"1165","TBA","SEA","OAK","OAK","TBA","PIT","","","","",""
"1166","SLN","SLN","SLN","SLN","SLN","SDN","","","","",""
"1167","KCA","KCA","TOR","TOR","MIL","MIL","MIL","TEX","","",""
"1168","TOR","TOR","TOR","TOR","","","","","","",""
"1169","ATL","","","","","","","","","",""
"1170","BOS","","","","","","","","","",""
"1171","MIA","MIA","MIA","CHA","CHA","","","","","",""
"1172","TBA","TBA","TBA","TBA","TBA","TBA","","","","",""
"1173","ARI","","","","","","","","","",""
"1174","LAA","LAA","LAA","LAA","TBA","MIN","MIN","TBA","","",""
"1175","NYA","NYA","NYA","NYA","","","","","","",""
"1176","SEA","PHI","PHI","PHI","MIL","","","","","",""
"1177","SEA","","","","","","","","","",""
"1178","LAA","LAA","MIL","BOS","","","","","","",""
"1179","COL","CLE","CLE","CLE","BAL","BAL","BAL","","","",""
"1180","SFN","","","","","","","","","",""
"1181","COL","","","","","","","","","",""
"1182","BOS","","","","","","","","","",""
"1183","HOU","HOU","ARI","ATL","ATL","ATL","CLE","MIA","","",""
"1184","TBA","CHA","BAL","TOR","SLN","","","","","",""
"1185","TBA","TBA","KCA","ATL","CLE","","","","","",""
"1186","CHA","CHA","CHA","CHA","SDN","","","","","",""
"1187","BAL","BAL","BAL","OAK","DET","ATL","LAN","ATL","","",""
"1188","FLO","MIA","TOR","","","","","","","",""
"1189","ARI","TOR","TOR","TBA","NYA","BOS","BAL","ATL","NYN","ATL","NYN"
"1190","PIT","MIN","","","","","","","","",""
"1191","CHA","LAN","","","","","","","","",""
"1192","BAL","","","","","","","","","",""
"1193","CHN","CHN","ATL","ATL","MIA","WAS","","","","",""
"1194","SDN","NYN","SLN","","","","","","","",""
"1195","BAL","BAL","BAL","SEA","","","","","","",""
"1196","CHN","","","","","","","","","",""
"1197","BAL","BAL","BAL","BAL","BAL","BAL","","","","",""
"1198","NYA","NYA","","","","","","","","",""
"1199","ATL","ATL","","","","","","","","",""
"1200","PIT","PIT","PIT","MIA","NYA","","","","","",""
"1201","SEA","SEA","","","","","","","","",""
"1202","DET","","","","","","","","","",""
"1203","CHA","CHA","CHA","CHA","CHA","","","","","",""
"1204","WAS","WAS","WAS","","","","","","","",""
"1205","BAL","BAL","BAL","","","","","","","",""
"1206","NYA","","","","","","","","","",""
"1207","KCA","KCA","","","","","","","","",""
"1208","PHI","","","","","","","","","",""
"1209","TBA","TBA","TBA","TBA","LAA","PIT","","","","",""
"1210","NYA","","","","","","","","","",""
"1211","CLE","","","","","","","","","",""
"1212","MIL","MIL","","","","","","","","",""
"1213","ATL","ATL","BAL","COL","","","","","","",""
"1214","KCA","OAK","","","","","","","","",""
"1215","COL","COL","CHA","","","","","","","",""
"1216","BOS","CHN","CHN","","","","","","","",""
"1217","PIT","PIT","","","","","","","","",""
"1218","WAS","TBA","TBA","SEA","","","","","","",""
"1219","PIT","PIT","","","","","","","","",""
"1220","SEA","TOR","TOR","TOR","CHN","","","","","",""
"1221","LAA","CLE","OAK","OAK","HOU","LAN","","","","",""
"1222","CLE","MIA","MIA","","","","","","","",""
"1223","TEX","TEX","","","","","","","","",""
"1224","SEA","SEA","NYA","NYA","SDN","WAS","","","","",""
"1225","SDN","SDN","ATL","","","","","","","",""
"1226","SLN","","","","","","","","","",""
"1227","DET","DET","DET","DET","MIA","MIA","","","","",""
"1228","SLN","SLN","SLN","BOS","BOS","BOS","","","","",""
"1229","ATL","","","","","","","","","",""
"1230","NYN","","","","","","","","","",""
"1231","LAN","LAN","LAN","LAN","SDN","SDN","ATL","","","",""
"1232","HOU","","","","","","","","","",""
"1233","LAA","LAA","LAA","LAA","LAN","LAN","","","","",""
"1234","PHI","PHI","PHI","PHI","COL","","","","","",""
"1235","SEA","LAN","","","","","","","","",""
"1236","ARI","ARI","ARI","SDN","SDN","SDN","KCA","","","",""
"1237","COL","SEA","DET","","","","","","","",""
"1238","MIN","MIN","","","","","","","","",""
"1239","HOU","SFN","TBA","CHA","","","","","","",""
"1240","LAN","LAN","LAN","LAN","LAN","LAN","","","","",""
"1241","HOU","HOU","HOU","HOU","HOU","","","","","",""
"1242","SFN","SFN","","","","","","","","",""
"1243","WAS","","","","","","","","","",""
"1244","SLN","","","","","","","","","",""
"1245","TBA","TBA","TBA","TBA","","","","","","",""
"1246","SFN","ARI","","","","","","","","",""
"1247","WAS","","","","","","","","","",""
"1248","ATL","ATL","ATL","ATL","SDN","BOS","","","","",""
"1249","BAL","","","","","","","","","",""
"1250","CHA","SEA","","","","","","","","",""
"1251","TEX","TEX","TEX","DET","DET","DET","","","","",""
"1252","MIL","MIL","MIL","MIL","MIL","MIN","","","","",""
"1253","CLE","CLE","CLE","CLE","CLE","CLE","","","","",""
"1254","TEX","TEX","TEX","TEX","SDN","MIL","","","","",""
"1255","SDN","CIN","","","","","","","","",""
"1256","TEX","TEX","TEX","PHI","","","","","","",""
"1257","CLE","CLE","CLE","CLE","CLE","CLE","","","","",""
"1258","DET","MIL","MIL","","","","","","","",""
"1259","DET","","","","","","","","","",""
"1260","WAS","WAS","","","","","","","","",""
"1261","ARI","","","","","","","","","",""
"1262","MIA","MIA","MIA","MIA","MIA","","","","","",""
"1263","LAA","LAA","LAA","ATL","","","","","","",""
"1264","SLN","MIN","","","","","","","","",""
"1265","CHA","CHA","CHA","CHA","","","","","","",""
"1266","NYA","SFN","SFN","SFN","SFN","SFN","","","","",""
"1267","TOR","TOR","","","","","","","","",""
"1268","TBA","CLE","MIA","","","","","","","",""
"1269","MIL","SDN","SDN","","","","","","","",""
"1270","MIL","MIL","OAK","KCA","CLE","SLN","TOR","","","",""
"1271","OAK","COL","TEX","","","","","","","",""
"1272","SLN","SLN","SLN","SLN","SLN","","","","","",""
"1273","PHI","PHI","PHI","TOR","KCA","KCA","PHI","HOU","PIT","",""
"1274","HOU","HOU","LAA","TBA","DET","","","","","",""
"1275","ARI","","","","","","","","","",""
"1276","WAS","DET","DET","ATL","","","","","","",""
"1277","MIN","ARI","ARI","CLE","MIN","","","","","",""
"1278","LAA","","","","","","","","","",""
"1279","PIT","","","","","","","","","",""
"1280","LAN","","","","","","","","","",""
"1281","LAN","NYA","NYA","NYA","","","","","","",""
"1282","BOS","BOS","BOS","SLN","SLN","CHN","","","","",""
"1283","OAK","OAK","","","","","","","","",""
"1284","SEA","NYA","TOR","NYN","TOR","COL","","","","",""
"1285","SEA","PIT","PIT","","","","","","","",""
"1286","NYN","NYN","NYN","NYN","","","","","","",""
"1287","CHN","CHN","","","","","","","","",""
"1288","NYA","HOU","HOU","","","","","","","",""
"1289","SLN","DET","ATL","ATL","ARI","","","","","",""
"1290","CHN","CHN","CHN","BAL","TOR","","","","","",""
"1291","CHN","MIL","ATL","","","","","","","",""
"1292","CIN","BOS","","","","","","","","",""
"1293","ARI","ARI","ARI","","","","","","","",""
"1294","CIN","CIN","","","","","","","","",""
"1295","PIT","PIT","PIT","OAK","","","","","","",""
"1296","SDN","","","","","","","","","",""
"1297","SEA","LAA","TOR","","","","","","","",""
"1298","CLE","ARI","","","","","","","","",""
"1299","WAS","WAS","PHI","NYN","","","","","","",""
"1300","CLE","CLE","","","","","","","","",""
"1301","WAS","WAS","WAS","WAS","CHA","","","","","",""
"1302","OAK","TOR","","","","","","","","",""
"1303","ATL","CHN","CHN","","","","","","","",""
"1304","SDN","CIN","CIN","CIN","MIA","LAN","LAA","CHA","WAS","",""
"1305","BOS","BOS","BOS","BOS","BAL","ATL","","","","",""
"1306","SFN","","","","","","","","","",""
"1307","TOR","TOR","TOR","TOR","OAK","CHA","","","","",""
"1308","SDN","SDN","BOS","BOS","BOS","NYA","","","","",""
"1309","MIA","","","","","","","","","",""
"1310","SEA","SEA","LAN","LAN","LAN","","","","","",""
"1311","CIN","CIN","CIN","CIN","CIN","SFN","SLN","","","",""
"1312","NYN","","","","","","","","","",""
"1313","SDN","MIA","MIA","HOU","LAA","NYA","LAA","SEA","PIT","",""
"1314","TEX","","","","","","","","","",""
"1315","CIN","CIN","CIN","CIN","CIN","","","","","",""
"1316","TOR","","","","","","","","","",""
"1317","HOU","HOU","MIA","","","","","","","",""
"1318","CLE","CLE","CLE","","","","","","","",""
"1319","PHI","PHI","PHI","PHI","","","","","","",""
"1320","SEA","","","","","","","","","",""
"1321","BAL","PIT","","","","","","","","",""
"1322","CHA","CHA","","","","","","","","",""
"1323","LAN","","","","","","","","","",""
"1324","CHN","COL","COL","COL","COL","COL","","","","",""
"1325","OAK","TOR","","","","","","","","",""
"1326","SEA","SEA","ARI","ARI","","","","","","",""
"1327","WAS","WAS","WAS","BOS","BOS","","","","","",""
"1328","PIT","PIT","PIT","NYA","","","","","","",""
"1329","PHI","PHI","","","","","","","","",""
"1330","BOS","BOS","BOS","BOS","OAK","CHN","CHN","","","",""
"1331","TEX","TEX","TEX","TEX","TEX","","","","","",""
"1332","CIN","NYN","","","","","","","","",""
"1333","TOR","","","","","","","","","",""
"1334","LAN","LAN","","","","","","","","",""
"1335","SEA","SEA","SEA","","","","","","","",""
"1336","PHI","WAS","","","","","","","","",""
"1337","BOS","MIN","","","","","","","","",""
"1338","CHA","CHA","BOS","CLE","CHN","NYA","","","","",""
"1339","LAN","LAN","LAN","","","","","","","",""
"1340","CHN","","","","","","","","","",""
"1341","SFN","SFN","SFN","SFN","SFN","LAA","","","","",""
"1342","BOS","","","","","","","","","",""
"1343","PIT","PIT","TOR","TOR","PHI","","","","","",""
"1344","TOR","TOR","TOR","TOR","MIL","SEA","","","","",""
"1345","LAN","LAN","PHI","TEX","OAK","","","","","",""
"1346","NYA","","","","","","","","","",""
"1347","CLE","CLE","","","","","","","","",""
"1348","COL","BAL","ARI","CHA","CHA","","","","","",""
"1349","CHA","","","","","","","","","",""
"1350","ATL","","","","","","","","","",""
"1351","MIN","MIN","CHA","PIT","PIT","PIT","PIT","TOR","","",""
"1352","SDN","","","","","","","","","",""
"1353","TOR","","","","","","","","","",""
"1354","PIT","","","","","","","","","",""
"1355","TBA","TBA","TBA","WAS","WAS","WAS","","","","",""
"1356","DET","DET","PIT","","","","","","","",""
"1357","HOU","","","","","","","","","",""
"1358","PIT","PIT","PIT","PIT","PIT","PIT","","","","",""
"1359","MIL","MIL","SEA","CHN","ATL","","","","","",""
"1360","TOR","PHI","ARI","","","","","","","",""
"1361","NYA","NYA","NYA","COL","COL","COL","","","","",""
"1362","SLN","SLN","MIL","MIL","MIL","TEX","","","","",""
"1363","SFN","","","","","","","","","",""
"1364","WAS","WAS","WAS","BAL","PIT","","","","","",""
"1365","LAN","LAN","BOS","TBA","TBA","TBA","NYN","","","",""
"1366","TBA","TBA","TBA","TBA","TBA","TBA","","","","",""
"1367","TBA","MIL","","","","","","","","",""
"1368","SFN","SFN","SFN","SFN","SFN","SFN","","","","",""
"1369","COL","FLO","CLE","CHA","","","","","","",""
"1370","MIL","","","","","","","","","",""
"1371","CHN","CIN","","","","","","","","",""
"1372","WAS","","","","","","","","","",""
"1373","CHN","CHN","","","","","","","","",""
"1374","HOU","HOU","COL","COL","","","","","","",""
"1375","CIN","CIN","","","","","","","","",""
"1376","KCA","KCA","BAL","BAL","PHI","","","","","",""
"1377","TOR","TOR","TOR","TOR","TOR","","","","","",""
"1378","SFN","","","","","","","","","",""
"1379","ATL","CLE","NYA","TEX","","","","","","",""
"1380","TEX","TEX","LAA","CLE","SEA","TOR","DET","","","",""
"1381","BOS","HOU","OAK","OAK","HOU","OAK","","","","",""
"1382","MIA","MIA","","","","","","","","",""
"1383","MIL","MIL","MIL","MIL","MIL","MIL","TEX","","","",""
"1384","CHA","","","","","","","","","",""
"1385","SDN","PIT","CIN","CIN","CIN","","","","","",""
"1386","SDN","SDN","PIT","","","","","","","",""
"1387","SEA","TBA","TBA","TBA","","","","","","",""
"1388","SEA","SEA","SEA","SEA","","","","","","",""
"1389","ATL","","","","","","","","","",""
"1390","NYN","","","","","","","","","",""
"1391","PHI","","","","","","","","","",""
"1392","CIN","CIN","","","","","","","","",""
"1393","NYN","NYN","","","","","","","","",""
"1394","HOU","HOU","HOU","COL","COL","COL","","","","",""
"1395","SLN","SLN","SLN","SLN","SLN","","","","","",""
"1396","HOU","HOU","TOR","NYN","","","","","","",""
"1397","SLN","SLN","SLN","SLN","","","","","","",""
"1398","LAN","LAN","","","","","","","","",""
"1399","DET","DET","","","","","","","","",""
"1400","BAL","BAL","BAL","BAL","BAL","","","","","",""
"1401","SFN","SFN","SFN","SFN","BOS","","","","","",""
"1402","PHI","KCA","OAK","","","","","","","",""
"1403","LAN","","","","","","","","","",""
"1404","LAN","CIN","","","","","","","","",""
"1405","MIL","","","","","","","","","",""
"1406","OAK","","","","","","","","","",""
"1407","LAA","","","","","","","","","",""
"1408","PIT","CHN","ATL","ATL","LAN","","","","","",""
"1409","BAL","MIA","","","","","","","","",""
"1410","TBA","TBA","","","","","","","","",""
"1411","KCA","KCA","","","","","","","","",""
"1412","TBA","TBA","","","","","","","","",""
"1413","MIA","","","","","","","","","",""
"1414","CHN","CHN","CLE","","","","","","","",""
"1415","WAS","","","","","","","","","",""
"1416","MIL","MIL","MIL","MIL","MIL","MIL","","","","",""
"1417","CIN","MIN","","","","","","","","",""
"1418","OAK","","","","","","","","","",""
"1419","BAL","","","","","","","","","",""
"1420","SLN","SLN","SLN","SLN","","","","","","",""
"1421","MIN","MIN","COL","PHI","CLE","CLE","","","","",""
"1422","DET","","","","","","","","","",""
"1423","MIL","MIL","NYN","CLE","","","","","","",""
"1424","SDN","","","","","","","","","",""
"1425","ATL","","","","","","","","","",""
"1426","CHA","TBA","MIL","","","","","","","",""
"1427","KCA","KCA","PHI","","","","","","","",""
"1428","MIA","MIA","HOU","HOU","HOU","","","","","",""
"1429","BAL","BAL","BAL","BAL","ATL","ATL","","","","",""
"1430","KCA","TBA","","","","","","","","",""
"1431","ATL","ATL","","","","","","","","",""
"1432","CHN","CHN","CHN","LAN","MIA","","","","","",""
"1433","LAA","LAA","LAA","","","","","","","",""
"1434","COL","","","","","","","","","",""
"1435","WAS","ARI","MIN","SDN","SDN","CIN","","","","",""
"1436","NYA","","","","","","","","","",""
"1437","WAS","WAS","","","","","","","","",""
"1438","BOS","BOS","","","","","","","","",""
"1439","NYA","","","","","","","","","",""
"1440","ARI","ARI","ARI","","","","","","","",""
"1441","CHN","CIN","CIN","CIN","","","","","","",""
"1442","CLE","CLE","CLE","","","","","","","",""
"1443","ARI","ARI","LAA","","","","","","","",""
"1444","ARI","","","","","","","","","",""
"1445","DET","LAA","","","","","","","","",""
"1446","SEA","SEA","","","","","","","","",""
"1447","PIT","","","","","","","","","",""
"1448","DET","DET","","","","","","","","",""
"1449","PIT","PIT","PIT","PIT","PIT","","","","","",""
"1450","SLN","SLN","","","","","","","","",""
"1451","SLN","SLN","SLN","SLN","","","","","","",""
"1452","COL","NYA","","","","","","","","",""
"1453","ATL","OAK","SEA","","","","","","","",""
"1454","ATL","ATL","ATL","","","","","","","",""
"1455","HOU","HOU","","","","","","","","",""
"1456","PHI","PHI","","","","","","","","",""
"1457","NYN","HOU","HOU","","","","","","","",""
"1458","HOU","HOU","HOU","DET","DET","DET","","","","",""
"1459","ARI","CLE","","","","","","","","",""
"1460","SLN","","","","","","","","","",""
"1461","TEX","TEX","TEX","TEX","TEX","SEA","","","","",""
"1462","SDN","TEX","","","","","","","","",""
"1463","PHI","PHI","PHI","PIT","CLE","CLE","BOS","CLE","","",""
"1464","TEX","TEX","TEX","","","","","","","",""
"1465","FLO","","","","","","","","","",""
"1466","WAS","WAS","","","","","","","","",""
"1467","NYA","NYA","PIT","PIT","TOR","TOR","","","","",""
"1468","MIN","","","","","","","","","",""
"1469","DET","DET","DET","DET","DET","","","","","",""
"1470","CIN","COL","MIA","ATL","","","","","","",""
"1471","CLE","CLE","CLE","CLE","SLN","BOS","","","","",""
"1472","TOR","MIN","MIN","MIN","TOR","MIN","","","","",""
"1473","CHN","SDN","","","","","","","","",""
"1474","ATL","CHN","","","","","","","","",""
"1475","LAA","TOR","MIA","MIA","MIA","MIA","","","","",""
"1476","PHI","","","","","","","","","",""
"1477","BOS","BOS","NYN","NYN","","","","","","",""
"1478","OAK","TBA","","","","","","","","",""
"1479","WAS","WAS","WAS","WAS","LAA","CIN","","","","",""
"1480","MIA","","","","","","","","","",""
"1481","BAL","BAL","BAL","BAL","BAL","BAL","CHN","","","",""
"1482","COL","COL","","","","","","","","",""
"1483","NYN","NYN","","","","","","","","",""
"1484","MIN","MIN","MIN","MIN","MIN","MIN","","","","",""
"1485","SEA","SEA","SDN","SDN","","","","","","",""
"1486","OAK","","","","","","","","","",""
"1487","HOU","HOU","KCA","KCA","SFN","","","","","",""
"1488","WAS","WAS","","","","","","","","",""
"1489","PHI","PHI","PHI","PHI","TOR","NYN","","","","",""
"1490","SDN","SDN","SDN","SDN","ATL","DET","","","","",""
"1491","SLN","","","","","","","","","",""
"1492","MIL","","","","","","","","","",""
"1493","MIN","MIN","MIN","","","","","","","",""
"1494","TEX","","","","","","","","","",""
"1495","KCA","KCA","PIT","PIT","MIA","SFN","","","","",""
"1496","SDN","","","","","","","","","",""
"1497","CLE","CLE","CLE","CLE","CLE","CLE","","","","",""
"1498","COL","COL","COL","OAK","","","","","","",""
"1499","ATL","ATL","ATL","NYA","NYA","NYA","","","","",""
"1500","DET","DET","DET","","","","","","","",""
"1501","OAK","OAK","ARI","ARI","NYA","LAN","LAN","","","",""
"1502","KCA","","","","","","","","","",""
"1503","SLN","SLN","TEX","","","","","","","",""
"1504","MIL","MIL","","","","","","","","",""
"1505","TOR","TOR","","","","","","","","",""
"1506","DET","","","","","","","","","",""
"1507","HOU","HOU","","","","","","","","",""
"1508","PIT","PIT","PIT","PIT","PIT","PIT","","","","",""
"1509","PIT","PIT","TEX","","","","","","","",""
"1510","BOS","BOS","NYA","CHN","","","","","","",""
"1511","PIT","PIT","PIT","","","","","","","",""
"1512","TOR","ARI","ARI","PIT","CLE","PHI","BOS","LAA","","",""
"1513","BAL","BAL","BAL","BAL","","","","","","",""
"1514","TBA","TBA","TBA","TBA","TBA","COL","","","","",""
"1515","MIL","PIT","NYA","MIA","SFN","MIA","DET","","","",""
"1516","MIA","","","","","","","","","",""
"1517","TOR","TOR","TOR","PHI","MIA","","","","","",""
"1518","TEX","","","","","","","","","",""
"1519","NYN","NYN","COL","HOU","HOU","HOU","","","","",""
"1520","PIT","PIT","PIT","COL","COL","SLN","","","","",""
"1521","ATL","","","","","","","","","",""
"1522","ATL","PIT","BAL","BAL","WAS","","","","","",""
"1523","CHA","","","","","","","","","",""
"1524","PIT","","","","","","","","","",""
"1525","SDN","SDN","","","","","","","","",""
"1526","SEA","SEA","SEA","CHN","","","","","","",""
"1527","ATL","ATL","ATL","KCA","KCA","","","","","",""
"1528","PIT","PIT","BAL","","","","","","","",""
"1529","MIN","","","","","","","","","",""
"1530","NYN","NYN","NYN","NYN","","","","","","",""
"1531","HOU","BOS","PIT","PIT","PIT","PIT","WAS","","","",""
"1532","CIN","","","","","","","","","",""
"1533","TEX","TEX","BOS","","","","","","","",""
"1534","TEX","","","","","","","","","",""
"1535","KCA","KCA","KCA","","","","","","","",""
"1536","OAK","","","","","","","","","",""
"1537","PIT","PIT","PIT","PIT","PIT","","","","","",""
"1538","DET","","","","","","","","","",""
"1539","CLE","","","","","","","","","",""
"1540","KCA","","","","","","","","","",""
"1541","NYA","NYA","","","","","","","","",""
"1542","CIN","CIN","CIN","CIN","CIN","CIN","","","","",""
"1543","MIN","MIN","LAA","","","","","","","",""
"1544","HOU","","","","","","","","","",""
"1545","ARI","","","","","","","","","",""
"1546","BOS","BOS","BOS","SDN","MIL","","","","","",""
"1547","MIN","KCA","SFN","SFN","","","","","","",""
"1548","SDN","SDN","TEX","","","","","","","",""
"1549","LAN","","","","","","","","","",""
"1550","ARI","ARI","ARI","ARI","BOS","SEA","BAL","","","",""
"1551","BOS","BOS","BOS","BOS","BAL","NYA","NYA","CLE","","",""
"1552","SEA","SEA","SEA","TBA","","","","","","",""
"1553","CIN","","","","","","","","","",""
"1554","OAK","","","","","","","","","",""
"1555","COL","OAK","NYA","NYA","","","","","","",""
"1556","DET","COL","COL","","","","","","","",""
"1557","CHA","","","","","","","","","",""
"1558","BOS","","","","","","","","","",""
"1559","SLN","SLN","SLN","ATL","ARI","","","","","",""
"1560","SLN","TOR","BOS","","","","","","","",""
"1561","KCA","","","","","","","","","",""
"1562","TOR","LAA","OAK","TOR","OAK","","","","","",""
"1563","COL","SEA","","","","","","","","",""
"1564","WAS","OAK","OAK","OAK","MIN","MIN","MIN","","","",""
"1565","CHA","","","","","","","","","",""
"1566","PHI","","","","","","","","","",""
"1567","ATL","ATL","ATL","ATL","","","","","","",""
"1568","BAL","SEA","","","","","","","","",""
"1569","ARI","","","","","","","","","",""
"1570","NYN","","","","","","","","","",""
"1571","NYA","NYA","NYA","","","","","","","",""
"1572","NYA","","","","","","","","","",""
"1573","LAN","","","","","","","","","",""
"1574","MIL","NYA","","","","","","","","",""
"1575","NYA","","","","","","","","","",""
"1576","TOR","TBA","TBA","TBA","","","","","","",""
"1577","SLN","SLN","SLN","SLN","SLN","SLN","","","","",""
"1578","DET","","","","","","","","","",""
"1579","BOS","","","","","","","","","",""
"1580","KCA","","","","","","","","","",""
"1581","SFN","NYN","","","","","","","","",""
"1582","CHA","","","","","","","","","",""
"1583","CHN","","","","","","","","","",""
"1584","NYA","SEA","SEA","SEA","SEA","","","","","",""
"1585","ARI","ARI","ARI","ARI","CHN","CHN","","","","",""
"1586","NYN","NYN","NYN","","","","","","","",""
"1587","SEA","SEA","CHN","","","","","","","",""
"1588","OAK","","","","","","","","","",""
"1589","SEA","KCA","KCA","SDN","CLE","CLE","","","","",""
"1590","LAA","","","","","","","","","",""
"1591","TBA","TBA","TBA","TBA","TBA","TBA","SFN","","","",""
"1592","HOU","","","","","","","","","",""
"1593","WAS","WAS","WAS","WAS","","","","","","",""
"1594","COL","BOS","BOS","BOS","COL","KCA","TOR","","","",""
"1595","COL","","","","","","","","","",""
"1596","LAA","SEA","MIN","SEA","KCA","KCA","","","","",""
"1597","ARI","","","","","","","","","",""
"1598","HOU","","","","","","","","","",""
"1599","CHA","CHA","CHA","PIT","PIT","","","","","",""
"1600","TEX","TEX","TEX","TEX","TEX","TEX","","","","",""
"1601","NYA","","","","","","","","","",""
"1602","PHI","PHI","","","","","","","","",""
"1603","MIL","MIL","CLE","","","","","","","",""
"1604","CLE","","","","","","","","","",""
"1605","LAA","LAA","LAA","","","","","","","",""
"1606","MIN","MIN","MIN","PIT","COL","COL","CHA","","","",""
"1607","PIT","","","","","","","","","",""
"1608","CIN","","","","","","","","","",""
"1609","NYN","","","","","","","","","",""
"1610","PIT","PIT","PIT","MIA","MIA","MIA","","","","",""
"1611","FLO","MIA","MIA","SEA","SEA","TBA","","","","",""
"1612","TOR","TOR","TOR","TOR","SDN","SDN","","","","",""
"1613","WAS","WAS","SEA","BAL","SFN","MIA","PIT","PIT","","",""
"1614","COL","BOS","BOS","","","","","","","",""
"1615","PIT","PIT","PIT","PIT","PIT","PHI","","","","",""
"1616","OAK","COL","SFN","","","","","","","",""
"1617","CIN","CIN","","","","","","","","",""
"1618","SDN","SDN","","","","","","","","",""
"1619","PIT","","","","","","","","","",""
"1620","PHI","OAK","OAK","OAK","CLE","SLN","SLN","","","",""
"1621","SFN","SFN","","","","","","","","",""
"1622","SLN","SLN","SLN","CHN","COL","","","","","",""
"1623","TBA","","","","","","","","","",""
"1624","KCA","KCA","KCA","KCA","KCA","KCA","","","","",""
"1625","DET","DET","DET","","","","","","","",""
"1626","COL","","","","","","","","","",""
"1627","ATL","ATL","LAN","ATL","KCA","","","","","",""
"1628","FLO","MIA","SLN","SLN","BOS","BOS","OAK","","","",""
"1629","NYA","","","","","","","","","",""
"1630","OAK","OAK","","","","","","","","",""
"1631","NYN","","","","","","","","","",""
"1632","CLE","","","","","","","","","",""
"1633","TEX","TEX","TEX","CLE","CLE","LAA","","","","",""
"1634","NYN","NYN","NYN","NYN","NYN","WAS","","","","",""
"1635","FLO","MIA","CHN","TEX","","","","","","",""
"1636","NYA","NYA","NYA","MIN","","","","","","",""
"1637","COL","COL","","","","","","","","",""
"1638","PHI","PHI","","","","","","","","",""
"1639","HOU","","","","","","","","","",""
"1640","HOU","HOU","CHA","CLE","","","","","","",""
"1641","TBA","TBA","SDN","SDN","","","","","","",""
"1642","ARI","WAS","SFN","SDN","","","","","","",""
"1643","TEX","TEX","BOS","BOS","BOS","TEX","CLE","","","",""
"1644","CLE","","","","","","","","","",""
"1645","CHA","","","","","","","","","",""
"1646","MIL","MIL","MIL","MIA","MIA","","","","","",""
"1647","MIN","TEX","TEX","DET","DET","CHN","SFN","","","",""
"1648","BOS","BOS","BOS","BOS","TBA","LAA","KCA","","","",""
"1649","LAN","CIN","CHN","TOR","TOR","CHA","TOR","","","",""
"1650","LAA","LAA","LAA","LAA","","","","","","",""
"1651","BAL","","","","","","","","","",""
"1652","BOS","KCA","PIT","BAL","","","","","","",""
"1653","CLE","NYA","CHN","","","","","","","",""
"1654","OAK","","","","","","","","","",""
"1655","CIN","CIN","CIN","","","","","","","",""
"1656","COL","COL","COL","NYA","LAA","SDN","","","","",""
"1657","MIL","MIL","MIL","MIL","","","","","","",""
"1658","PHI","PHI","PHI","","","","","","","",""
"1659","DET","","","","","","","","","",""
"1660","SDN","OAK","OAK","SLN","HOU","HOU","","","","",""
"1661","COL","COL","COL","COL","LAN","PIT","","","","",""
"1662","TEX","","","","","","","","","",""
"1663","NYN","NYN","TOR","","","","","","","",""
"1664","MIA","MIA","","","","","","","","",""
"1665","TBA","TBA","","","","","","","","",""
