Customer ID,Customer Age,Omni Customer,Total Visits,Avg Spending ($),Customer City,Customer State,Device Type,Has Used Promotions
HR420,25,Yes,7,48.47,Dallas,TX,Android,Yes
IQ394,25,No,33,48.46,Phoenix,AZ,Windows,Yes
OQ386,34,No,10,48.45,Chicago,IL,Windows,No
TL385,34,Yes,28,48.45,Indianapolis,IN,Windows,Yes
OH903,27,No,29,48.43,Los Angeles,CA,Android,Yes
SZ135,33,Yes,17,48.41,Fort Worth,TX,Android,Yes
AB371,25,No,9,48.4,Houston,TX,iOS,No
IP123,51,No,36,48.31,Houston,TX,Android,No
CA804,32,Yes,26,48.3,Philadelphia,PA,iOS,Yes
YW995,36,Yes,14,48.28,Washington,DC,Android,No
GR868,31,No,32,48.24,Chicago,IL,Windows,Yes
WM972,46,Yes,4,48.22,Austin,TX,Android,No
EG189,28,No,13,48.18,Washington,DC,Windows,No
SR182,23,No,18,48.17,Washington,DC,Windows,Yes
UN841,37,No,32,48.14,Dallas,TX,Android,Yes
WQ252,29,No,4,48.14,Philadelphia,PA,Windows,Yes
GF519,27,Yes,19,48.01,New York,NY,iOS,Yes
HG779,29,No,36,48,Los Angeles,CA,iOS,No
PP579,46,No,31,47.99,Austin,TX,iOS,No
BJ674,32,No,23,47.97,Dallas,TX,Windows,Yes
YJ667,31,Yes,26,47.93,Columbus,OH,iOS,No
RG979,35,Yes,17,47.88,Indianapolis,IN,Windows,No
ZD895,31,No,3,47.86,Charlotte,NC,Windows,Yes
HM637,23,No,40,47.81,Charlotte,NC,Windows,No
OF956,37,No,23,47.74,San Jose,CA,Windows,No
FW192,32,No,13,47.74,Austin,TX,Android,No
BG581,27,No,20,47.73,San Antonio,TX,iOS,Yes
EM213,28,No,5,47.65,Houston,TX,Android,Yes
BG281,49,Yes,18,47.59,New York,NY,Windows,Yes
PK638,34,Yes,32,47.54,Denver,CO,Windows,Yes
ZG313,24,Yes,39,47.49,San Diego,CA,iOS,Yes
JP474,26,Yes,22,47.41,Chicago,IL,Android,No
PV947,23,No,17,47.36,Austin,TX,Android,No
UR240,49,No,4,47.26,Charlotte,NC,iOS,No
RA587,43,No,25,47.24,Washington,DC,Windows,No
TE319,25,No,29,47.19,Denver,CO,iOS,No
ZL391,36,No,9,47.19,Jacksonville,FL,iOS,Yes
UF955,27,Yes,6,47.19,Columbus,OH,Android,No
XG944,28,No,29,47.18,New York,NY,iOS,No
IL751,38,No,28,47.12,Chicago,IL,iOS,Yes
KN508,46,No,34,47.1,San Diego,CA,Android,No
EO118,23,No,24,47.09,Indianapolis,IN,Android,Yes
FA621,40,No,25,47.05,Washington,DC,iOS,Yes
TH446,31,No,13,47.05,San Diego,CA,Windows,Yes
RP205,23,No,36,47.04,Dallas,TX,Android,Yes
KT484,41,No,3,47,San Francisco,CA,iOS,Yes
RT683,23,No,20,46.89,Phoenix,AZ,Android,Yes
UT770,23,No,27,46.86,San Jose,CA,iOS,Yes
PV159,36,No,16,46.81,Houston,TX,Android,Yes
HM945,39,Yes,40,46.78,Washington,DC,Android,Yes
SR391,37,No,31,46.71,Seattle,WA,iOS,Yes
OK826,48,No,39,46.6,Phoenix,AZ,Android,Yes
EI947,32,Yes,5,46.6,Denver,CO,Windows,No
AQ696,29,No,34,46.6,Columbus,OH,Windows,Yes
QE972,29,No,35,46.56,Austin,TX,iOS,Yes
UK651,35,Yes,33,46.47,Fort Worth,TX,Windows,Yes
ZA869,23,No,40,46.43,Fort Worth,TX,Windows,Yes
ZT396,33,No,5,46.36,Jacksonville,FL,iOS,No
DR333,24,No,6,46.34,Austin,TX,iOS,Yes
DZ135,23,No,38,46.33,Dallas,TX,iOS,No
JU854,35,No,22,46.29,Phoenix,AZ,Windows,Yes
CN687,30,No,4,46.29,Seattle,WA,iOS,No
CE980,31,No,27,46.22,San Diego,CA,Windows,No
HV813,41,Yes,29,46.19,Chicago,IL,iOS,Yes
TQ269,25,No,32,46.19,Columbus,OH,iOS,Yes
FC173,41,No,22,46.17,Jacksonville,FL,Windows,Yes
DW467,42,No,39,46.12,Washington,DC,Windows,No
ER882,25,Yes,22,46.12,Fort Worth,TX,Android,No
HP310,38,No,15,46.05,Indianapolis,IN,iOS,Yes
BM431,23,Yes,18,46.03,San Diego,CA,Android,No
DS975,27,No,6,45.92,Philadelphia,PA,iOS,Yes
MQ263,23,No,39,45.92,Phoenix,AZ,Windows,Yes
CF298,41,No,28,45.86,San Jose,CA,iOS,Yes
WD414,31,No,40,45.84,Indianapolis,IN,iOS,Yes
YV131,36,Yes,10,45.69,Philadelphia,PA,iOS,No
WT493,25,Yes,9,45.65,Houston,TX,iOS,Yes
MR245,46,No,10,45.56,Columbus,OH,Windows,Yes
XL856,23,No,28,45.48,Chicago,IL,iOS,Yes
GJ241,23,Yes,23,45.38,San Francisco,CA,Android,No
OE577,26,No,27,45.36,Columbus,OH,Windows,Yes
OM579,29,Yes,5,45.35,San Diego,CA,Android,No
RH426,43,Yes,7,45.34,Denver,CO,iOS,Yes
PO304,41,No,36,45.33,Fort Worth,TX,Android,Yes
SI933,23,No,23,45.3,Jacksonville,FL,Windows,No
UR461,31,Yes,38,45.25,San Jose,CA,Android,Yes
SS749,25,No,31,45.21,Columbus,OH,Android,No
AD264,47,No,37,45.17,Jacksonville,FL,Windows,No
PV347,35,No,27,45.17,Phoenix,AZ,iOS,Yes
JL628,55,Yes,28,45.16,Jacksonville,FL,Android,Yes
GB428,25,Yes,35,45.14,San Francisco,CA,Windows,Yes
YT586,41,Yes,3,45.03,Indianapolis,IN,Windows,No
AD363,34,No,5,45.03,Denver,CO,iOS,Yes
BQ483,28,Yes,39,45.02,San Jose,CA,iOS,Yes
JK349,44,No,31,45.01,Indianapolis,IN,iOS,Yes
DR771,23,No,4,44.97,Austin,TX,Windows,Yes
AO814,35,Yes,20,44.96,San Diego,CA,Windows,Yes
EN302,42,No,28,44.95,Columbus,OH,Windows,Yes
BB487,36,No,15,44.9,Philadelphia,PA,Windows,Yes
JE490,50,No,27,44.9,San Jose,CA,Android,Yes
LR584,35,No,34,44.88,San Jose,CA,Windows,No
SR169,43,No,9,44.87,Los Angeles,CA,Windows,Yes
EC457,25,Yes,7,44.86,Fort Worth,TX,Windows,Yes
PR468,50,No,25,44.85,San Diego,CA,Android,Yes
LV238,35,No,15,44.8,San Diego,CA,Android,Yes
QX658,32,Yes,26,44.8,San Antonio,TX,Windows,No
EK111,23,No,19,44.79,Philadelphia,PA,Android,Yes
BZ310,40,Yes,22,44.78,Seattle,WA,Android,No
PY413,53,No,31,44.73,Denver,CO,Windows,Yes
CO523,31,No,3,44.71,San Francisco,CA,Android,Yes
ER361,41,Yes,16,44.67,Dallas,TX,Windows,No
WS741,33,No,8,44.64,Philadelphia,PA,Windows,Yes
MB943,23,No,16,44.64,Dallas,TX,iOS,Yes
OF309,48,No,16,44.59,Indianapolis,IN,Android,No
HO315,34,Yes,8,44.51,Chicago,IL,Windows,Yes
LE612,37,No,15,44.39,Chicago,IL,iOS,No
PT362,33,Yes,7,44.36,Phoenix,AZ,Android,Yes
EQ178,45,Yes,30,44.33,Columbus,OH,iOS,Yes
GF574,29,No,10,44.24,San Diego,CA,Windows,Yes
LI219,23,Yes,7,44.21,Chicago,IL,Android,No
TW136,54,No,8,44.15,Indianapolis,IN,Windows,No
ZY136,23,No,16,44.14,San Antonio,TX,Android,Yes
FT380,48,No,38,44.14,Washington,DC,iOS,Yes
ZL355,41,No,16,44.09,Indianapolis,IN,Android,Yes
GT251,38,No,3,44.09,Houston,TX,Windows,No
KN918,23,Yes,24,44.08,Seattle,WA,Windows,Yes
BF186,34,Yes,6,44.05,Houston,TX,Windows,Yes
HH215,53,Yes,15,44.03,Philadelphia,PA,Windows,Yes
ZQ466,45,Yes,20,43.97,Austin,TX,Android,Yes
QM907,36,No,23,43.95,San Francisco,CA,Windows,Yes
UE944,38,Yes,12,43.93,New York,NY,Windows,No
EP244,59,No,27,43.84,Los Angeles,CA,Windows,Yes
CI907,25,No,32,43.77,Los Angeles,CA,Android,Yes
YU753,23,Yes,17,43.77,Indianapolis,IN,iOS,Yes
HF436,26,No,33,43.74,San Francisco,CA,Android,No
AA377,40,No,39,43.67,San Francisco,CA,iOS,No
FJ935,23,Yes,16,43.63,Charlotte,NC,Windows,Yes
KA184,23,No,27,43.61,Austin,TX,iOS,Yes
OJ678,48,Yes,36,43.61,Jacksonville,FL,Android,Yes
OP866,27,No,708,43.58,San Antonio,TX,iOS,Yes
ON239,34,Yes,13,43.58,Dallas,TX,Windows,Yes
ID349,24,No,8,43.46,Dallas,TX,iOS,No
XC179,23,Yes,35,43.45,Columbus,OH,Android,Yes
CI638,35,No,29,43.36,Jacksonville,FL,Android,Yes
RJ656,47,No,36,43.35,Seattle,WA,Android,No
SB341,39,Yes,27,43.34,Seattle,WA,Android,Yes
TY683,36,No,31,43.27,Indianapolis,IN,iOS,Yes
TL922,23,No,17,43.24,Phoenix,AZ,Windows,No
AR237,38,Yes,13,43.16,Columbus,OH,Windows,No
MH250,33,No,11,43.13,Denver,CO,Android,No
TI144,31,No,12,43.06,Austin,TX,Windows,Yes
ZN222,28,No,6,43.05,Seattle,WA,iOS,No
ZU108,40,No,6,43.03,San Antonio,TX,Android,Yes
HQ196,32,No,24,43.01,Charlotte,NC,Windows,Yes
RG908,40,No,40,43,Washington,DC,iOS,No
NY939,23,No,7,42.96,Columbus,OH,Windows,Yes
BA553,43,Yes,23,42.93,New York,NY,Android,Yes
IL862,36,No,25,42.85,Houston,TX,Windows,No
BZ517,56,No,27,42.8,Columbus,OH,Android,No
WV397,40,No,16,42.79,San Diego,CA,Android,Yes
AS295,25,No,11,42.73,Austin,TX,Windows,No
AI179,23,Yes,3,42.68,Washington,DC,Windows,No
VB890,49,No,19,42.65,Jacksonville,FL,iOS,Yes
HG538,40,Yes,36,42.55,Dallas,TX,Android,Yes
BA462,44,Yes,12,42.53,Charlotte,NC,iOS,Yes
QZ516,37,No,29,42.52,San Jose,CA,Windows,No
MB907,52,Yes,33,42.48,Chicago,IL,iOS,Yes
TN520,43,Yes,31,42.47,Charlotte,NC,Windows,Yes
TN376,49,Yes,14,42.43,Chicago,IL,Android,Yes
LV150,43,No,37,42.41,Chicago,IL,Windows,Yes
WA233,23,No,26,42.4,Dallas,TX,Windows,Yes
XX710,23,No,12,42.37,Seattle,WA,Android,Yes
SI769,46,No,40,42.32,Phoenix,AZ,iOS,Yes
ZZ813,38,Yes,9,42.31,Jacksonville,FL,iOS,Yes
HM112,29,Yes,17,42.11,Los Angeles,CA,iOS,No
LP478,33,Yes,546,41.96,Seattle,WA,iOS,Yes
FX388,29,No,5,41.76,San Francisco,CA,iOS,No
JV681,23,Yes,30,41.65,Chicago,IL,iOS,Yes
GP438,39,No,12,41.55,Washington,DC,iOS,Yes
GB533,23,No,27,41.54,Indianapolis,IN,Android,No
RZ153,37,No,16,41.43,Washington,DC,iOS,Yes
ED591,37,No,8,41.42,Seattle,WA,Windows,No
GS260,42,No,6,41.36,Indianapolis,IN,Android,Yes
VU889,30,No,7,41.31,Indianapolis,IN,Windows,No
EX580,29,Yes,26,41.21,Jacksonville,FL,Windows,Yes
JN686,26,Yes,35,41.2,Washington,DC,iOS,Yes
ZN860,26,No,40,41.18,Dallas,TX,Android,Yes
JZ885,35,Yes,39,41.17,Los Angeles,CA,Windows,Yes
QO406,50,No,12,41.13,Jacksonville,FL,Windows,Yes
FQ262,23,Yes,26,41.09,Phoenix,AZ,iOS,Yes
BV302,35,No,37,41.01,Charlotte,NC,iOS,No
TN415,36,No,36,40.98,Dallas,TX,Windows,No
BV502,33,No,5,40.96,Fort Worth,TX,Windows,Yes
IN506,30,Yes,12,40.92,Indianapolis,IN,iOS,Yes
ZB929,38,No,20,40.85,Indianapolis,IN,Windows,Yes
CN954,34,No,14,40.77,Dallas,TX,iOS,No
AW455,42,No,372,40.74,San Antonio,TX,Android,No
SP495,23,Yes,17,40.66,Jacksonville,FL,Windows,Yes
RD224,23,Yes,15,40.59,Houston,TX,iOS,No
VX975,52,No,6,40.54,Fort Worth,TX,Android,No
ZI297,33,No,22,40.52,Phoenix,AZ,Windows,Yes
MI894,27,No,7,40.49,Fort Worth,TX,iOS,Yes
MJ881,44,No,8,40.49,San Diego,CA,Windows,Yes
QD217,36,No,20,40.46,New York,NY,iOS,No
CL871,38,No,13,40.44,San Jose,CA,Android,Yes
SS275,33,No,14,40.42,New York,NY,Windows,Yes
JK989,46,No,22,40.41,Seattle,WA,Windows,Yes
FI782,39,Yes,36,40.29,Charlotte,NC,Android,Yes
AA840,63,No,18,40.27,Fort Worth,TX,iOS,Yes
AP437,47,No,21,40.21,Indianapolis,IN,iOS,Yes
PJ432,52,No,32,40.16,Phoenix,AZ,Android,Yes
OX786,41,No,20,40.11,New York,NY,Android,Yes
JR963,26,No,35,40.07,San Diego,CA,Windows,No
PJ533,35,No,15,40.06,Dallas,TX,Windows,Yes
PI619,31,No,20,40,Chicago,IL,Windows,Yes
RV312,33,No,31,39.86,San Antonio,TX,Windows,No
IR737,46,No,28,39.83,Denver,CO,iOS,Yes
XR697,45,Yes,31,39.78,Chicago,IL,Windows,Yes
KO809,46,No,29,39.77,Jacksonville,FL,Android,No
KW388,42,No,18,39.75,Dallas,TX,Android,Yes
LL375,48,Yes,40,39.74,New York,NY,Windows,No
SR351,23,No,36,39.73,Austin,TX,Windows,Yes
WR441,45,Yes,35,39.71,Philadelphia,PA,iOS,No
KX285,33,Yes,36,39.68,Philadelphia,PA,Android,No
EF902,36,Yes,14,39.65,Philadelphia,PA,iOS,Yes
ND685,31,No,34,39.63,Jacksonville,FL,Android,Yes
JI616,25,No,34,39.59,Denver,CO,iOS,Yes
LO637,41,Yes,33,39.51,New York,NY,Windows,No
EP704,42,Yes,28,39.49,Indianapolis,IN,Android,No
TE553,27,Yes,29,39.41,Fort Worth,TX,Android,Yes
KS833,30,Yes,15,39.35,San Francisco,CA,Windows,Yes
OP804,28,Yes,16,39.34,San Jose,CA,Windows,No
WV571,31,Yes,23,39.32,Jacksonville,FL,Windows,Yes
XI811,30,No,18,39.2,Dallas,TX,iOS,Yes
WG209,56,No,11,39.18,Houston,TX,Windows,No
RX112,34,No,9,39.14,San Jose,CA,Android,No
IC526,30,Yes,40,39.1,Houston,TX,iOS,Yes
LN183,34,No,29,38.99,Los Angeles,CA,iOS,Yes
IV667,23,No,35,38.97,Seattle,WA,Android,Yes
EY673,50,No,8,38.95,New York,NY,Android,Yes
CJ946,23,No,30,38.94,Columbus,OH,Android,Yes
ZP107,47,Yes,4,38.94,Indianapolis,IN,Android,No
WT974,34,Yes,21,38.91,New York,NY,Windows,Yes
JI640,23,Yes,8,38.89,Philadelphia,PA,Windows,No
LN838,36,Yes,7,38.88,Philadelphia,PA,Android,No
IK343,47,Yes,39,38.88,Fort Worth,TX,iOS,No
MS132,34,No,27,38.8,Denver,CO,Windows,Yes
OX983,53,Yes,37,38.76,New York,NY,Android,No
PR693,44,Yes,34,38.73,Houston,TX,Android,Yes
KZ585,37,Yes,29,38.62,Fort Worth,TX,Android,Yes
UE508,23,Yes,32,38.59,Austin,TX,Windows,Yes
FP603,34,No,8,38.52,Phoenix,AZ,Windows,Yes
LD785,40,No,24,38.5,Seattle,WA,Windows,Yes
OT851,44,No,21,38.5,Fort Worth,TX,Windows,No
SE662,37,Yes,15,38.34,Los Angeles,CA,Android,Yes
NO143,44,Yes,18,38.32,Los Angeles,CA,Windows,No
YJ226,49,No,36,38.3,San Francisco,CA,Windows,Yes
WV597,23,No,34,38.27,Charlotte,NC,Windows,Yes
PG174,52,Yes,3,38.13,San Diego,CA,Windows,No
KR253,32,Yes,34,38.11,Los Angeles,CA,Android,Yes
SI469,32,Yes,9,37.95,San Francisco,CA,Android,Yes
VD234,32,No,24,37.94,Austin,TX,iOS,Yes
UW348,33,No,35,37.94,Indianapolis,IN,Android,No
GQ244,28,No,15,37.77,Houston,TX,iOS,No
SG629,23,No,19,37.76,San Francisco,CA,Windows,No
PA810,23,Yes,19,37.76,Seattle,WA,Android,Yes
JN732,44,No,35,37.55,Fort Worth,TX,Windows,Yes
NF916,37,No,8,37.5,Indianapolis,IN,iOS,No
KR983,46,No,36,37.48,San Francisco,CA,iOS,No
FS370,29,No,17,37.43,Phoenix,AZ,Android,No
TZ947,42,No,5,37.37,Chicago,IL,Android,No
WZ994,25,No,25,37.3,Seattle,WA,Windows,No
OK908,48,Yes,35,37.29,Seattle,WA,Windows,No
ET205,30,No,22,37.25,Washington,DC,Windows,Yes
KD326,51,No,16,37.16,Chicago,IL,iOS,No
NO103,23,No,34,37.15,Fort Worth,TX,Windows,No
KC157,43,Yes,27,37.14,Philadelphia,PA,Android,Yes
YY325,23,Yes,17,37.12,Chicago,IL,Android,No
OC440,57,Yes,23,37,Philadelphia,PA,Android,Yes
IT443,23,Yes,10,36.94,San Jose,CA,iOS,Yes
LB325,24,No,31,36.85,San Antonio,TX,Windows,No
QV483,35,No,34,36.85,San Antonio,TX,Android,Yes
SQ156,38,No,12,36.85,Austin,TX,iOS,Yes
NE854,34,No,9,36.83,Philadelphia,PA,Android,No
TE405,44,No,20,36.81,Indianapolis,IN,Windows,Yes
FS720,23,No,4,36.79,Austin,TX,Windows,Yes
ON565,27,Yes,3,36.79,Fort Worth,TX,Windows,Yes
WN493,34,No,31,36.77,Dallas,TX,Android,Yes
YE252,34,Yes,21,36.77,Seattle,WA,iOS,Yes
RV601,33,No,12,36.71,Philadelphia,PA,Windows,Yes
KH917,23,Yes,16,36.63,Los Angeles,CA,Windows,Yes
MA817,23,No,17,36.61,Chicago,IL,Android,Yes
GL584,48,No,4,36.57,Jacksonville,FL,iOS,Yes
ET999,23,No,3,36.48,San Francisco,CA,Windows,Yes
OL205,23,Yes,37,36.37,Jacksonville,FL,Windows,Yes
XT655,23,Yes,24,36.27,Los Angeles,CA,Windows,No
NI147,33,Yes,32,36.23,Austin,TX,Android,No
SF737,23,No,34,36.21,New York,NY,iOS,No
XC684,23,No,33,36.13,San Jose,CA,iOS,No
WO815,34,No,15,36.12,San Antonio,TX,Android,No
GN384,29,No,24,36.12,Philadelphia,PA,Windows,No
FH439,24,No,12,36.08,Houston,TX,Windows,No
FE629,49,No,26,36.05,Denver,CO,Android,Yes
DN755,44,No,26,35.98,Indianapolis,IN,Android,Yes
TH146,36,Yes,5,35.91,Columbus,OH,iOS,Yes
ED484,26,Yes,4,35.9,Houston,TX,Android,Yes
TZ796,57,No,14,35.88,Houston,TX,iOS,No
ZC387,42,No,24,35.86,San Diego,CA,Android,No
CG866,44,No,3,35.83,Philadelphia,PA,Windows,Yes
KD620,23,Yes,22,35.81,Dallas,TX,iOS,No
WG628,27,Yes,6,35.8,Chicago,IL,iOS,Yes
AN868,40,No,40,35.73,Dallas,TX,Android,Yes
TB561,43,No,4,35.73,San Antonio,TX,Android,Yes
LS881,23,No,23,35.69,Charlotte,NC,Windows,No
SJ522,34,No,10,35.67,San Francisco,CA,iOS,Yes
YT774,50,No,14,35.64,Phoenix,AZ,Windows,No
HX125,40,No,4,35.64,San Antonio,TX,Windows,Yes
KO991,37,Yes,14,35.59,San Antonio,TX,iOS,Yes
HQ703,23,Yes,12,35.53,Fort Worth,TX,iOS,Yes
CE422,23,No,32,35.49,Houston,TX,iOS,Yes
UN216,24,No,27,35.48,Chicago,IL,Windows,Yes
NW452,38,No,32,35.43,Fort Worth,TX,Android,Yes
WK659,28,No,13,35.37,Denver,CO,Android,No
ZJ565,38,Yes,6,35.28,Houston,TX,iOS,No
MW576,37,No,8,35.24,Austin,TX,Windows,Yes
JV591,42,Yes,28,35.19,Phoenix,AZ,iOS,Yes
EN748,50,Yes,22,35.15,Austin,TX,iOS,Yes
KW501,43,Yes,16,35.15,Denver,CO,Windows,No
IR231,51,No,17,35.14,Jacksonville,FL,Android,Yes
KN537,37,No,21,35.14,Houston,TX,iOS,Yes
LL869,51,No,35,35.13,Fort Worth,TX,Windows,Yes
OD153,23,Yes,37,35.1,New York,NY,Android,No
YX458,28,No,27,35.04,Phoenix,AZ,Windows,Yes
SI132,43,No,37,34.95,Columbus,OH,iOS,Yes
LG137,26,Yes,39,34.95,Houston,TX,iOS,Yes
IK560,49,No,6,34.93,Seattle,WA,Windows,Yes
ZR342,45,No,22,34.91,Dallas,TX,iOS,No
PY778,29,No,9,34.82,New York,NY,Windows,No
SD625,44,Yes,24,34.8,Los Angeles,CA,Windows,Yes
LK962,50,No,29,34.78,New York,NY,iOS,Yes
HA788,38,No,9,34.74,Washington,DC,Windows,Yes
YI604,45,No,37,34.68,San Diego,CA,iOS,No
KR613,25,Yes,29,34.67,Columbus,OH,Android,Yes
TQ600,34,Yes,26,34.67,Los Angeles,CA,Android,No
PH604,43,Yes,30,34.63,Houston,TX,Windows,Yes
YV340,26,Yes,26,34.61,Denver,CO,Android,Yes
CX748,26,Yes,25,34.61,Phoenix,AZ,Windows,No
RR123,30,Yes,29,34.55,Philadelphia,PA,Android,No
SQ870,33,Yes,26,34.52,San Antonio,TX,iOS,Yes
PL728,23,Yes,27,34.52,Denver,CO,Windows,Yes
XR174,28,No,17,34.5,Denver,CO,Windows,Yes
NI614,29,No,24,34.46,Phoenix,AZ,Windows,Yes
HH909,32,No,6,34.4,Seattle,WA,iOS,No
DY591,39,Yes,20,34.32,San Jose,CA,Android,No
YT481,43,No,11,34.31,Charlotte,NC,Windows,Yes
KH207,32,Yes,33,34.29,Houston,TX,iOS,Yes
ZW175,47,Yes,27,34.29,Chicago,IL,Windows,Yes
AG504,23,No,8,34.28,Washington,DC,iOS,No
DO212,37,No,8,34.22,Jacksonville,FL,Windows,No
KP206,30,No,9,34.19,Philadelphia,PA,Android,Yes
CN363,49,Yes,27,34.16,Denver,CO,iOS,Yes
BY383,26,No,27,34.15,Dallas,TX,iOS,Yes
UG641,23,Yes,16,34.12,Denver,CO,Android,No
JC832,30,Yes,35,34.04,Washington,DC,Android,Yes
DS636,26,Yes,33,34.03,Philadelphia,PA,iOS,Yes
OC530,32,Yes,22,34.02,Seattle,WA,iOS,Yes
IV461,32,Yes,40,33.98,Chicago,IL,Android,No
FQ892,25,Yes,5,33.96,Phoenix,AZ,iOS,Yes
YI181,55,No,11,33.96,Jacksonville,FL,iOS,No
XA762,39,Yes,35,33.87,San Diego,CA,Android,No
DI864,40,Yes,28,33.79,Columbus,OH,Android,No
EH355,40,No,14,33.79,New York,NY,Windows,Yes
UP717,23,No,11,33.69,Dallas,TX,Windows,Yes
ZO643,41,No,27,33.69,San Francisco,CA,iOS,Yes
FI243,38,No,32,33.68,Philadelphia,PA,Android,Yes
RZ545,23,No,24,33.42,New York,NY,iOS,No
AQ428,23,No,35,33.4,Jacksonville,FL,Android,No
EO847,46,No,32,33.38,Philadelphia,PA,iOS,Yes
AQ686,32,No,14,33.37,Houston,TX,iOS,Yes
TY302,42,No,34,33.36,Denver,CO,Android,Yes
RJ294,34,No,31,33.33,Washington,DC,Android,No
MQ108,23,No,9,33.32,Seattle,WA,Android,No
SI474,34,No,32,33.32,San Jose,CA,Windows,No
TZ328,28,Yes,30,33.24,Seattle,WA,Android,No
NR571,24,No,37,33.2,Los Angeles,CA,Windows,Yes
AB295,33,No,7,33.19,Dallas,TX,Android,No
WP771,28,No,9,33.15,San Francisco,CA,Android,Yes
EW161,45,No,27,33.12,Chicago,IL,Windows,Yes
RV117,46,No,36,33.11,Indianapolis,IN,Android,Yes
LC348,42,Yes,6,32.89,Philadelphia,PA,Android,Yes
AA585,27,No,34,32.82,Philadelphia,PA,Android,Yes
VV458,42,No,27,32.81,Dallas,TX,Windows,Yes
HA386,35,Yes,25,32.78,New York,NY,iOS,Yes
KM352,23,No,27,32.78,Indianapolis,IN,Android,No
YM516,23,No,7,32.75,Phoenix,AZ,iOS,Yes
IV788,40,No,32,32.7,Chicago,IL,Android,Yes
QT249,46,No,38,32.69,Seattle,WA,iOS,Yes
RH416,25,Yes,28,32.68,San Jose,CA,Android,Yes
KC333,41,No,15,32.68,Chicago,IL,iOS,Yes
PT778,40,Yes,9,32.63,Charlotte,NC,Windows,Yes
HN316,26,Yes,38,32.62,San Antonio,TX,Android,Yes
RX569,34,No,19,32.57,New York,NY,Windows,Yes
FH997,25,No,37,32.51,San Jose,CA,Windows,Yes
XM590,56,No,6,32.47,San Francisco,CA,Android,No
MH718,48,No,8,32.46,Austin,TX,iOS,Yes
FU243,37,Yes,22,32.4,New York,NY,Android,Yes
IU169,39,Yes,10,32.29,Seattle,WA,iOS,No
KN417,28,Yes,14,32.26,Columbus,OH,Windows,Yes
YF847,40,Yes,40,32.26,Houston,TX,iOS,Yes
IA912,23,Yes,20,32.24,Columbus,OH,Windows,No
FH563,28,No,13,32.23,Denver,CO,iOS,No
DF622,25,Yes,21,32.23,Washington,DC,Android,Yes
TC465,25,No,21,32.22,Dallas,TX,Android,No
BS455,49,Yes,12,32.22,Chicago,IL,iOS,Yes
ZF730,33,Yes,12,32.19,Houston,TX,Android,Yes
MR424,23,Yes,6,32.19,San Jose,CA,Windows,Yes
JQ404,42,No,11,32.16,San Francisco,CA,Windows,Yes
ES780,38,No,36,32.08,Washington,DC,Android,Yes
DR744,50,No,36,32.05,Charlotte,NC,iOS,Yes
VX387,25,No,7,31.95,Chicago,IL,Android,Yes
BW459,31,No,37,31.94,Phoenix,AZ,iOS,Yes
RQ369,32,Yes,15,31.86,Chicago,IL,Android,Yes
BK386,32,No,26,31.81,Houston,TX,Android,Yes
TN333,32,No,25,31.81,New York,NY,Android,No
HX620,44,No,23,31.74,Dallas,TX,Windows,Yes
GO127,23,Yes,5,31.67,Houston,TX,Windows,No
DS740,38,Yes,3,31.67,Austin,TX,Windows,Yes
CD467,34,No,30,31.64,San Francisco,CA,Windows,Yes
DU566,56,No,27,31.6,San Jose,CA,iOS,No
US828,23,No,24,31.59,Jacksonville,FL,Windows,Yes
EY449,35,No,33,31.57,Dallas,TX,iOS,Yes
EH312,30,No,5,31.54,Columbus,OH,Android,Yes
EK505,23,No,37,31.53,Charlotte,NC,Android,Yes
BU721,45,No,12,31.51,Seattle,WA,Android,No
OC481,23,No,20,31.49,Columbus,OH,iOS,Yes
UB460,33,Yes,36,31.4,Seattle,WA,Android,No
EU923,33,Yes,16,31.34,Dallas,TX,Windows,Yes
BK762,25,No,36,31.33,Washington,DC,Android,Yes
QM783,38,No,30,31.28,Seattle,WA,Android,Yes
EE286,30,No,35,31.28,Chicago,IL,Windows,Yes
SJ389,24,Yes,26,31.27,Phoenix,AZ,iOS,No
PS905,55,Yes,19,31.23,Houston,TX,Android,No
RQ791,23,No,24,31.21,Los Angeles,CA,Windows,No
QN175,38,No,18,31.2,Indianapolis,IN,iOS,Yes
MC479,40,No,34,31.19,Philadelphia,PA,Android,Yes
SW750,30,No,33,31.12,San Antonio,TX,iOS,Yes
PI199,55,No,36,31.04,San Antonio,TX,Android,No
DM560,24,No,27,31.03,Austin,TX,Windows,Yes
RU802,35,Yes,6,31.01,Austin,TX,Windows,Yes
AR435,33,No,31,30.91,Fort Worth,TX,Android,No
ZQ667,45,No,31,30.87,Austin,TX,Android,No
HB606,23,Yes,37,30.85,New York,NY,Windows,No
SH325,37,No,8,30.83,New York,NY,Windows,Yes
RD972,35,No,40,30.78,San Francisco,CA,Android,Yes
DO196,36,No,3,30.75,Phoenix,AZ,Android,Yes
OC464,39,No,17,30.75,Charlotte,NC,Android,No
EZ767,47,No,22,30.7,Austin,TX,iOS,Yes
PR479,39,Yes,11,30.69,Austin,TX,Android,Yes
RO664,43,No,36,30.64,Austin,TX,Windows,No
QZ427,44,No,12,30.54,Seattle,WA,iOS,Yes
JU543,30,No,18,30.54,Columbus,OH,Windows,No
SE314,29,No,38,30.5,San Francisco,CA,iOS,No
